,0
0,0.5700870564191456
1,0.096296270539226
2,0.09160967538803017
3,0.08251537505445238
4,0.0893721783912515
5,0.1399761017164953
6,0.03801726166269419
7,0.04982553535389293
8,0.04953558776577126
9,0.031218320109155075
10,0.048754348371862995
11,0.04240208065759822
12,0.04121490211044995
13,0.03398019238905137
14,0.031094460815464416
15,0.030808174695470918
16,0.03411232165309741
17,0.03753142407078452
18,0.04433997656688501
19,0.031110121996899994
20,0.03044545505564872
21,0.028298752812002045
22,0.02517540323843285
23,0.02803310132275677
24,0.03830217878814782
25,0.0316313221414836
26,0.03125952973798363
27,0.027562958607787576
28,0.02453102876332726
29,0.03286655801793136
30,0.03141718859943369
31,0.03030323795077819
32,0.02370341242051732
33,0.0260601205735196
34,0.02361964110346702
35,0.024064992375269843
36,0.02431976644010048
37,0.03148112151740725
38,0.01926519639598545
39,0.02175518387346316
40,0.022860706806674576
41,0.025887025255360574
42,0.021904298437966988
43,0.021871067619265848
44,0.022454368464180953
45,0.02247484421677019
46,0.019408894163711075
47,0.022582358110324663
48,0.01737293412980297
49,0.019621657336951547
50,0.017483830316311347
51,0.019879961729005805
52,0.021946922789277346
53,0.019559608318131996
54,0.018280403221666363
55,0.01973704406531198
56,0.018468477993487543
57,0.018866579449088136
58,0.016089620734684677
59,0.018305412175983984
60,0.022244621020495674
61,0.017768523950830197
62,0.018853194761599256
63,0.020761072105999145
64,0.01732635108462668
65,0.01776359689740736
66,0.015447528151053014
67,0.02139939359335747
68,0.019492582712598936
69,0.016903175985346387
70,0.015636249721811112
71,0.015049337437455804
72,0.015612014089124502
73,0.014387538460778851
74,0.01574472876699783
75,0.018303588279685163
76,0.014871516097411008
77,0.015177197422893798
78,0.014639547823017534
79,0.019590043259623147
80,0.01739108335753192
81,0.015196897681684333
82,0.015175213953855148
83,0.014363657902965387
84,0.014966257858868293
85,0.014456967308487473
86,0.015001292202550951
87,0.016246641416140094
88,0.01768032273020313
89,0.015152764779969683
90,0.019460243425770546
91,0.01504847060865276
92,0.013194592333918722
93,0.016206212431683215
94,0.01544625911469013
95,0.01630237960451103
96,0.013952168783335755
97,0.014798945844950924
98,0.014290968280497597
99,0.013087838792084118
100,0.016067866006676916
101,0.017024645922971662
102,0.015670782441096726
103,0.014170827247557633
104,0.013078604660291543
105,0.014384762308291126
106,0.016304120865962127
107,0.013982645672235278
108,0.012655558988035468
109,0.01471912967571945
110,0.015355859659032993
111,0.014826465043511174
112,0.011769519749071375
113,0.014289534888425236
114,0.011624394205854307
115,0.014928461894536862
116,0.01382800594783841
117,0.014692758941077126
118,0.013743201118129204
119,0.01292005562425868
120,0.012664278335770204
121,0.013681260479165494
122,0.012129658524486948
123,0.01461575027984382
124,0.016136335210143953
125,0.013793789462635105
126,0.013874990923192769
127,0.011829705115641008
128,0.014319217683629037
129,0.013459744190953265
130,0.012429859755709143
131,0.013050541974413549
132,0.010960319859427766
133,0.012956160251534836
134,0.014681879460426261
135,0.012014741318830442
136,0.014466116654361087
137,0.011593947924704964
138,0.012008095340429742
139,0.012993386121687909
140,0.013340097682679708
141,0.012494922289559765
142,0.01220218600075751
143,0.011993343172983693
144,0.012882779260258454
145,0.011929181079025568
146,0.013724098880161123
147,0.011995692577145646
148,0.01132260487636636
149,0.013131564017075764
150,0.012765974243666448
151,0.013569709841429493
152,0.012740828840741453
153,0.01161526834174637
154,0.012472859885438753
155,0.011245395961623031
156,0.010517852764947233
157,0.010828315924736265
158,0.012700086404093737
159,0.012033860152229674
160,0.01346728968461554
161,0.010973786674100388
162,0.012902776447071872
163,0.010380626471004453
164,0.010501853018631106
165,0.01106869226491801
166,0.011720962002204795
167,0.010276901305961922
168,0.011833069556279779
169,0.011061216389434025
170,0.011083682292685379
171,0.012254103777985262
172,0.011164799360301975
173,0.011543921044427833
174,0.01077039131418953
175,0.011010398830909998
176,0.010248155896072687
177,0.010593633002243082
178,0.009942312849481274
179,0.011450973415841576
180,0.011108984039622022
181,0.011128153459924635
182,0.012309260543955708
183,0.010942180841019842
184,0.010993063132851755
185,0.009970748439139861
186,0.010641221662492135
187,0.010209782013286872
188,0.010425525416066525
189,0.01020334212859968
190,0.011078762650341679
191,0.010924430861145841
192,0.010416019082705022
193,0.010330373664029701
194,0.010816995513698567
195,0.00987682680269189
196,0.010575893813476048
197,0.009244388218875278
