0,0.65154,0.22505,0.32214,0.62432,0.55898,0.17604,0.21325,0.4873,0.19964,0.21688,0.27223,0.37931,0.27495,0.37568,0.25045,0.45554,0.4147,0.30127,0.43829,0.43103,0.38113,0.38385,0.41379,0.36298,0.29583,0.37568,0.29129,0.36751,0.402,0.39927,0.33303,0.33848,0.42559,0.2314,0.41198,0.41924,0.42377,0.41289,0.43466,0.4265,0.35935,0.46189,0.41379,0.36207,0.41833,0.36388,0.3657,0.53539,0.37568
0,0.62432,0.095281,0.38385,0.58348,0.21143,0.22414,0.18875,0.12976,0.38294,0.16697,0.25862,0.3657,0.28766,0.2804,0.28857,0.1824,0.26134,0.27858,0.3784,0.31579,0.2677,0.28766,0.38475,0.28766,0.46915,0.28947,0.2922,0.40563,0.30127,0.30309,0.39655,0.45463,0.38385,0.37931,0.33212,0.42287,0.33122,0.42559,0.41107,0.42468,0.33757,0.36207,0.46098,0.36207,0.4147,0.36298,0.46642,0.46007,0.37024
0,0.6951,0.25136,0.20327,0.25953,0.21143,0.31034,0.30672,0.12976,0.17967,0.17423,0.37659,0.37296,0.21869,0.16788,0.17151,0.30218,0.32759,0.27858,0.33757,0.28584,0.40381,0.28857,0.41924,0.28766,0.28857,0.39746,0.3775,0.40835,0.29401,0.39655,0.42377,0.3784,0.40744,0.46007,0.42468,0.38838,0.39383,0.50635,0.41561,0.33212,0.33122,0.41561,0.41833,0.36298,0.36025,0.46189,0.3657,0.41924,0.37568
0,0.68512,0.18421,0.3049,0.57169,0.22686,0.35481,0.43103,0.10799,0.19056,0.49274,0.16515,0.26497,0.36116,0.36479,0.31851,0.27949,0.39746,0.38657,0.23775,0.36479,0.49093,0.39564,0.36298,0.31216,0.31216,0.29129,0.29673,0.2931,0.39474,0.31034,0.41289,0.3784,0.22686,0.27495,0.37296,0.27586,0.42105,0.38385,0.39292,0.43285,0.48276,0.32305,0.38022,0.34211,0.33303,0.3294,0.35572,0.44102,0.46915
0,0.67604,0.12704,0.16606,0.59437,0.61343,0.096189,0.17423,0.1706,0.26044,0.19238,0.27405,0.26044,0.38657,0.37931,0.19691,0.25771,0.39655,0.27768,0.35753,0.37114,0.35935,0.47096,0.3657,0.28947,0.42196,0.38294,0.29129,0.29855,0.39927,0.41198,0.3176,0.3902,0.46733,0.39564,0.31942,0.27768,0.44918,0.37659,0.31579,0.39927,0.39837,0.36388,0.32668,0.36388,0.45917,0.39111,0.37205,0.33485,0.3657
0,0.6588,0.11252,0.10799,0.59165,0.33848,0.23684,0.43466,0.21416,0.19328,0.1461,0.20236,0.34301,0.11252,0.3784,0.39201,0.26225,0.46461,0.31488,0.36842,0.14065,0.36298,0.30853,0.38203,0.49183,0.41289,0.36388,0.38748,0.2931,0.40472,0.31488,0.45191,0.49274,0.43285,0.23684,0.41742,0.32214,0.41652,0.39383,0.38203,0.41742,0.36751,0.47731,0.38294,0.36388,0.36388,0.36479,0.37205,0.4637,0.37659
0,0.70054,0.26134,0.23503,0.19419,0.094374,0.32849,0.11525,0.17786,0.21143,0.34846,0.41289,0.17151,0.15517,0.27314,0.27042,0.19782,0.1588,0.46552,0.41016,0.28221,0.38203,0.36751,0.3784,0.36298,0.38566,0.3167,0.38294,0.31307,0.21597,0.40381,0.3902,0.40744,0.47731,0.36207,0.46915,0.41742,0.42559,0.41379,0.32123,0.4637,0.51452,0.32759,0.37659,0.32214,0.34029,0.32214,0.38022,0.42287,0.48004
0,0.6951,0.24501,0.099819,0.39927,0.21688,0.14247,0.43194,0.31579,0.20599,0.17695,0.40744,0.36025,0.19601,0.27132,0.43285,0.21688,0.34211,0.32668,0.34029,0.35481,0.38113,0.23503,0.43376,0.31488,0.42287,0.49365,0.3176,0.42377,0.31397,0.39837,0.48004,0.39201,0.31125,0.35209,0.3657,0.36751,0.3775,0.37568,0.42468,0.31488,0.38838,0.32214,0.42468,0.31942,0.36116,0.33938,0.35481,0.37568,0.33485
0,0.70145,0.60073,0.61706,0.37931,0.15971,0.17423,0.10163,0.43376,0.10254,0.26497,0.1833,0.451,0.23412,0.36025,0.14882,0.33757,0.36388,0.23321,0.25408,0.4274,0.36207,0.33666,0.36388,0.28221,0.40018,0.27405,0.3412,0.42559,0.41833,0.32123,0.21597,0.37931,0.32033,0.43103,0.45281,0.47822,0.38022,0.38748,0.30036,0.38838,0.37931,0.3775,0.39564,0.39201,0.33394,0.50181,0.3167,0.41561,0.33394
0,0.68966,0.44737,0.23593,0.3657,0.15971,0.16969,0.31851,0.30581,0.20599,0.17514,0.23956,0.4882,0.12069,0.36207,0.17423,0.36751,0.35481,0.2196,0.30672,0.39383,0.36207,0.40018,0.36116,0.44192,0.31397,0.2922,0.38566,0.42196,0.39201,0.31216,0.32123,0.32123,0.31307,0.43103,0.37114,0.41379,0.31942,0.30581,0.19147,0.31307,0.41742,0.2196,0.3167,0.31397,0.28312,0.31488,0.32668,0.44283,0.40835
0,0.66606,0.33666,0.14428,0.10345,0.34211,0.16425,0.16152,0.17423,0.11162,0.41016,0.23321,0.13884,0.36207,0.49183,0.24864,0.23412,0.35299,0.28494,0.2323,0.22051,0.46279,0.43285,0.36479,0.44465,0.23775,0.28857,0.37568,0.37024,0.31579,0.39111,0.3167,0.36116,0.31216,0.43013,0.46824,0.31488,0.38657,0.31397,0.1833,0.22777,0.24955,0.41833,0.18512,0.18603,0.47822,0.31579,0.3167,0.36479,0.42015
0,0.68512,0.094374,0.19601,0.10345,0.094374,0.14065,0.33938,0.30944,0.20054,0.27677,0.22958,0.45009,0.33212,0.19238,0.17423,0.34846,0.15517,0.39927,0.23049,0.2686,0.35299,0.3539,0.40835,0.38748,0.43013,0.31307,0.28584,0.39927,0.39927,0.37568,0.18421,0.38748,0.28312,0.43103,0.41379,0.35481,0.41379,0.28584,0.3539,0.30944,0.5245,0.39746,0.34483,0.31216,0.27677,0.43739,0.31942,0.38657,0.38475
0,0.67877,0.49183,0.19419,0.10345,0.31125,0.27768,0.24229,0.14247,0.14428,0.13793,0.23321,0.35844,0.13793,0.36933,0.41379,0.15608,0.26951,0.20962,0.23321,0.27677,0.22051,0.24955,0.39383,0.35753,0.23593,0.18149,0.35935,0.38113,0.29038,0.30127,0.34483,0.40472,0.36025,0.43103,0.33485,0.31034,0.31942,0.21234,0.20236,0.29855,0.3539,0.22232,0.41107,0.31216,0.36479,0.39201,0.44192,0.45372,0.4882
0,0.66243,0.10163,0.11434,0.30672,0.57532,0.1588,0.44646,0.16969,0.41198,0.28131,0.17423,0.42922,0.54809,0.22868,0.39564,0.42105,0.41561,0.44555,0.19056,0.25681,0.43194,0.31579,0.20417,0.30762,0.2804,0.31216,0.22414,0.41924,0.2323,0.2078,0.36116,0.37568,0.1833,0.22232,0.36933,0.41379,0.20236,0.35572,0.36933,0.31307,0.44737,0.30218,0.40653,0.41289,0.43285,0.38748,0.43648,0.44918,0.38929
0,0.70327,0.18784,0.15971,0.10254,0.17967,0.16243,0.10073,0.17967,0.19238,0.40109,0.3657,0.28494,0.21688,0.44828,0.24682,0.33122,0.4274,0.49546,0.1951,0.45826,0.25681,0.27677,0.18149,0.22232,0.45917,0.25045,0.37387,0.41652,0.3784,0.5118,0.3775,0.32396,0.36933,0.36479,0.41107,0.549,0.31579,0.43739,0.22777,0.2078,0.37659,0.37659,0.40653,0.48004,0.39292,0.27314,0.37477,0.4147,0.23866
0,0.69601,0.099819,0.37568,0.30581,0.10436,0.31034,0.37659,0.16969,0.19964,0.20054,0.2441,0.19419,0.26679,0.28675,0.33394,0.3657,0.3784,0.39111,0.17967,0.45009,0.22323,0.32486,0.19691,0.27858,0.41742,0.1824,0.26225,0.45191,0.2922,0.22142,0.43013,0.402,0.38838,0.35753,0.44374,0.41924,0.36479,0.3049,0.3784,0.43829,0.48276,0.18693,0.42015,0.38929,0.36025,0.43285,0.27314,0.42287,0.47913
0,0.64791,0.25862,0.21234,0.088022,0.30853,0.29946,0.1833,0.42468,0.23503,0.47822,0.49093,0.15336,0.59165,0.25771,0.25953,0.33757,0.44374,0.20327,0.23593,0.22958,0.28312,0.27223,0.19873,0.20327,0.22777,0.36207,0.1824,0.1824,0.22777,0.53176,0.38929,0.18421,0.22777,0.30762,0.36298,0.36298,0.451,0.59982,0.30218,0.18512,0.36842,0.3784,0.3775,0.41924,0.37477,0.41833,0.45281,0.44102,0.21053
0,0.6833,0.66515,0.091652,0.31216,0.25318,0.37114,0.094374,0.28584,0.23412,0.21053,0.44465,0.21234,0.28675,0.24229,0.25862,0.44555,0.44646,0.19419,0.23775,0.11797,0.21688,0.27495,0.42105,0.41198,0.35662,0.19873,0.36479,0.2931,0.54719,0.38929,0.37205,0.28766,0.4147,0.3775,0.36661,0.37205,0.41379,0.3902,0.4265,0.18693,0.33031,0.44918,0.18784,0.3539,0.19328,0.39292,0.2314,0.37477,0.26497
0,0.66334,0.34483,0.19873,0.30581,0.10345,0.49819,0.1833,0.16969,0.35209,0.38566,0.37387,0.43285,0.32214,0.44102,0.29673,0.22323,0.20417,0.4147,0.19601,0.36298,0.30581,0.29764,0.18784,0.33122,0.27223,0.29038,0.37568,0.1824,0.41561,0.22777,0.34392,0.1833,0.46915,0.3775,0.41198,0.38657,0.38475,0.32305,0.40744,0.40926,0.3902,0.18693,0.40381,0.22414,0.39111,0.47731,0.27132,0.38113,0.2931
0,0.64973,0.6951,0.10436,0.3775,0.10345,0.18784,0.23684,0.24319,0.51996,0.22868,0.42196,0.29492,0.13884,0.4147,0.20417,0.15245,0.17877,0.22595,0.22323,0.2196,0.27314,0.22505,0.37387,0.45191,0.1225,0.34483,0.32486,0.45372,0.1833,0.51906,0.29673,0.18512,0.35844,0.18512,0.38748,0.29673,0.38929,0.18421,0.18603,0.37387,0.39383,0.3902,0.36933,0.37568,0.20417,0.51815,0.38113,0.38294,0.37477
0,0.6824,0.16243,0.22323,0.088022,0.10254,0.42287,0.16062,0.16062,0.1461,0.23956,0.3539,0.15154,0.10617,0.3167,0.44192,0.5971,0.42559,0.26316,0.22232,0.22142,0.36933,0.37477,0.20327,0.44283,0.18058,0.27858,0.27223,0.51543,0.47913,0.27314,0.33938,0.22414,0.19328,0.22232,0.41198,0.18421,0.18421,0.22505,0.27132,0.38566,0.20417,0.22414,0.23866,0.52087,0.50272,0.33212,0.40018,0.37931,0.402
0,0.6833,0.099819,0.11706,0.20871,0.30762,0.48276,0.19691,0.27949,0.31942,0.4147,0.44283,0.16878,0.4147,0.11434,0.27132,0.24955,0.21688,0.44283,0.32849,0.23503,0.38475,0.29764,0.25408,0.21869,0.41833,0.22232,0.2196,0.22051,0.38566,0.26134,0.29129,0.48185,0.3902,0.42559,0.22142,0.43103,0.18421,0.23775,0.18421,0.18512,0.4392,0.18603,0.32214,0.41289,0.22414,0.22414,0.20871,0.38475,0.22414
0,0.65426,0.11978,0.66969,0.30581,0.10254,0.11525,0.18149,0.31034,0.2922,0.28403,0.25862,0.41198,0.17423,0.27042,0.21869,0.39111,0.21688,0.4029,0.2314,0.29129,0.43466,0.23956,0.22595,0.3167,0.23956,0.18058,0.52178,0.18058,0.24047,0.18421,0.2078,0.63793,0.1833,0.38113,0.22868,0.41016,0.23684,0.20508,0.50272,0.18512,0.48276,0.28131,0.22323,0.22232,0.22777,0.45644,0.50272,0.31034,0.21325
